cluster,centroid_lat,centroid_lon,quarter,DN,CrimeGroup,count
8,41.88367038,-87.7075919,3,D,weapon,172
9,41.78687049,-87.6105281,3,D,weapon,131
0,41.7378092,-87.56464747,3,N,weapon,149
1,41.77484292,-87.66683,3,N,weapon,227
2,41.78410276,-87.72746305,3,N,weapon,118
3,41.96049449,-87.80725211,3,N,weapon,16
4,41.87988087,-87.70573543,3,N,weapon,272
5,41.8819243,-87.63908583,3,N,weapon,133
6,41.96955026,-87.67307505,3,N,weapon,51
7,41.78503221,-87.61153058,3,N,weapon,230
8,41.91698826,-87.74896502,3,N,weapon,239
9,41.70222909,-87.63123676,3,N,weapon,154
0,41.77579425,-87.66439833,4,D,weapon,124
1,41.97220379,-87.83815019,4,D,weapon,11
2,41.70194991,-87.63262764,4,D,weapon,94
3,41.88264999,-87.70733097,4,D,weapon,123
4,41.73897681,-87.56627825,4,D,weapon,67
5,41.97379128,-87.6749041,4,D,weapon,16
6,41.784803,-87.61103552,4,D,weapon,124
7,41.8854957,-87.63893541,4,D,weapon,52
8,41.92230484,-87.75544849,4,D,weapon,64
9,41.78186609,-87.72274334,4,D,weapon,44
0,41.69970248,-87.63219862,4,N,weapon,125
1,41.91971603,-87.75026244,4,N,weapon,168
2,41.88276025,-87.64040138,4,N,weapon,88
3,41.78163753,-87.61243267,4,N,weapon,182
4,41.78278419,-87.72384113,4,N,weapon,118
5,41.73836867,-87.56460272,4,N,weapon,140
6,41.97298032,-87.67536234,4,N,weapon,28
7,41.88110388,-87.7054244,4,N,weapon,200
8,41.77399531,-87.66664694,4,N,weapon,158
9,41.96353306,-87.81606885,4,N,weapon,15
0,41.88831654,-87.6419918,1,D,drug,77
1,41.69366871,-87.63593341,1,D,drug,25
2,41.80947388,-87.62012639,1,D,drug,23
3,41.93113596,-87.75249548,1,D,drug,51
4,41.78564752,-87.71492677,1,D,drug,36
5,41.74482471,-87.57538051,1,D,drug,40
6,41.97415577,-87.67542214,1,D,drug,40
7,41.97615585,-87.8488224,1,D,drug,32
8,41.87772547,-87.71678345,1,D,drug,525
9,41.75916469,-87.64729672,1,D,drug,70
0,41.87785776,-87.72118243,1,N,drug,197
1,41.80865951,-87.62097869,1,N,drug,16
2,41.88819094,-87.64542273,1,N,drug,55
3,41.93511638,-87.75068229,1,N,drug,98
4,41.74529154,-87.57713033,1,N,drug,21
5,41.78622527,-87.71655597,1,N,drug,31
6,41.69408674,-87.63524321,1,N,drug,16
7,41.97335413,-87.67467534,1,N,drug,47
8,41.97358205,-87.8368497,1,N,drug,8
9,41.76016299,-87.64906645,1,N,drug,51
0,41.80786894,-87.61471983,2,D,drug,35
1,41.91676766,-87.752421,2,D,drug,99
2,41.88755325,-87.64003962,2,D,drug,64
3,41.7659316,-87.65029601,2,D,drug,78
4,41.97206748,-87.67609239,2,D,drug,41
5,41.69560152,-87.63675088,2,D,drug,27
6,41.97279894,-87.82246217,2,D,drug,20
7,41.7428194,-87.57483807,2,D,drug,33
8,41.87641297,-87.70813456,2,D,drug,299
9,41.7857104,-87.7172756,2,D,drug,21
0,41.78670533,-87.71329017,2,N,drug,26
1,41.88962885,-87.64438368,2,N,drug,33
2,41.759704,-87.64653243,2,N,drug,53
3,41.96087586,-87.79803283,2,N,drug,15
4,41.97191579,-87.67637343,2,N,drug,26
5,41.91052903,-87.74455662,2,N,drug,80
6,41.80985044,-87.62169286,2,N,drug,13
7,41.74337052,-87.5760246,2,N,drug,13
8,41.86945317,-87.70865747,2,N,drug,93
9,41.69427139,-87.63649063,2,N,drug,16
0,41.97410769,-87.67349848,3,D,drug,30
1,41.73911876,-87.56537566,3,D,drug,22
2,41.88490744,-87.63858786,3,D,drug,80
3,41.7721772,-87.66416522,3,D,drug,85
4,41.97390928,-87.85625964,3,D,drug,41
5,41.69902501,-87.63179412,3,D,drug,47
6,41.78447228,-87.72538235,3,D,drug,11
7,41.92348046,-87.7581027,3,D,drug,100
8,41.88367038,-87.7075919,3,D,drug,407
9,41.78687049,-87.6105281,3,D,drug,51
0,41.7378092,-87.56464747,3,N,drug,14
1,41.77484292,-87.66683,3,N,drug,62
2,41.78410276,-87.72746305,3,N,drug,15
3,41.96049449,-87.80725211,3,N,drug,4
4,41.87988087,-87.70573543,3,N,drug,124
5,41.8819243,-87.63908583,3,N,drug,47
6,41.96955026,-87.67307505,3,N,drug,33
7,41.78503221,-87.61153058,3,N,drug,44
8,41.91698826,-87.74896502,3,N,drug,57
9,41.70222909,-87.63123676,3,N,drug,29
0,41.77579425,-87.66439833,4,D,drug,85
1,41.97220379,-87.83815019,4,D,drug,9
2,41.70194991,-87.63262764,4,D,drug,54
3,41.88264999,-87.70733097,4,D,drug,470
4,41.73897681,-87.56627825,4,D,drug,19
5,41.97379128,-87.6749041,4,D,drug,26
6,41.784803,-87.61103552,4,D,drug,66
7,41.8854957,-87.63893541,4,D,drug,94
8,41.92230484,-87.75544849,4,D,drug,100
9,41.78186609,-87.72274334,4,D,drug,15
0,41.69970248,-87.63219862,4,N,drug,33
1,41.91971603,-87.75026244,4,N,drug,65
2,41.88276025,-87.64040138,4,N,drug,47
3,41.78163753,-87.61243267,4,N,drug,49
4,41.78278419,-87.72384113,4,N,drug,16
5,41.73836867,-87.56460272,4,N,drug,16
6,41.97298032,-87.67536234,4,N,drug,21
7,41.88110388,-87.7054244,4,N,drug,141
8,41.77399531,-87.66664694,4,N,drug,56
9,41.96353306,-87.81606885,4,N,drug,3
0,41.88831654,-87.6419918,1,D,low_level_property,635
1,41.69366871,-87.63593341,1,D,low_level_property,284
2,41.80947388,-87.62012639,1,D,low_level_property,388
3,41.93113596,-87.75249548,1,D,low_level_property,382
4,41.78564752,-87.71492677,1,D,low_level_property,321
5,41.74482471,-87.57538051,1,D,low_level_property,511
6,41.97415577,-87.67542214,1,D,low_level_property,434
7,41.97615585,-87.8488224,1,D,low_level_property,65
8,41.87772547,-87.71678345,1,D,low_level_property,562
9,41.75916469,-87.64729672,1,D,low_level_property,421
0,41.87785776,-87.72118243,1,N,low_level_property,527
1,41.80865951,-87.62097869,1,N,low_level_property,310
2,41.88819094,-87.64542273,1,N,low_level_property,610
3,41.93511638,-87.75068229,1,N,low_level_property,363
4,41.74529154,-87.57713033,1,N,low_level_property,507
5,41.78622527,-87.71655597,1,N,low_level_property,299
6,41.69408674,-87.63524321,1,N,low_level_property,337
7,41.97335413,-87.67467534,1,N,low_level_property,449
8,41.97358205,-87.8368497,1,N,low_level_property,79
9,41.76016299,-87.64906645,1,N,low_level_property,376
0,41.80786894,-87.61471983,2,D,low_level_property,395
1,41.91676766,-87.752421,2,D,low_level_property,412
2,41.88755325,-87.64003962,2,D,low_level_property,547
3,41.7659316,-87.65029601,2,D,low_level_property,476
4,41.97206748,-87.67609239,2,D,low_level_property,508
5,41.69560152,-87.63675088,2,D,low_level_property,331
6,41.97279894,-87.82246217,2,D,low_level_property,91
7,41.7428194,-87.57483807,2,D,low_level_property,490
8,41.87641297,-87.70813456,2,D,low_level_property,563
9,41.7857104,-87.7172756,2,D,low_level_property,317
0,41.78670533,-87.71329017,2,N,low_level_property,367
1,41.88962885,-87.64438368,2,N,low_level_property,619
2,41.759704,-87.64653243,2,N,low_level_property,508
3,41.96087586,-87.79803283,2,N,low_level_property,194
4,41.97191579,-87.67637343,2,N,low_level_property,544
5,41.91052903,-87.74455662,2,N,low_level_property,518
6,41.80985044,-87.62169286,2,N,low_level_property,504
7,41.74337052,-87.5760246,2,N,low_level_property,496
8,41.86945317,-87.70865747,2,N,low_level_property,515
9,41.69427139,-87.63649063,2,N,low_level_property,388
0,41.97410769,-87.67349848,3,D,low_level_property,488
1,41.73911876,-87.56537566,3,D,low_level_property,360
2,41.88490744,-87.63858786,3,D,low_level_property,693
3,41.7721772,-87.66416522,3,D,low_level_property,498
4,41.97390928,-87.85625964,3,D,low_level_property,39
5,41.69902501,-87.63179412,3,D,low_level_property,346
6,41.78447228,-87.72538235,3,D,low_level_property,252
7,41.92348046,-87.7581027,3,D,low_level_property,443
8,41.88367038,-87.7075919,3,D,low_level_property,623
9,41.78687049,-87.6105281,3,D,low_level_property,637
0,41.7378092,-87.56464747,3,N,low_level_property,396
1,41.77484292,-87.66683,3,N,low_level_property,544
2,41.78410276,-87.72746305,3,N,low_level_property,293
3,41.96049449,-87.80725211,3,N,low_level_property,141
4,41.87988087,-87.70573543,3,N,low_level_property,695
5,41.8819243,-87.63908583,3,N,low_level_property,762
6,41.96955026,-87.67307505,3,N,low_level_property,602
7,41.78503221,-87.61153058,3,N,low_level_property,670
8,41.91698826,-87.74896502,3,N,low_level_property,537
9,41.70222909,-87.63123676,3,N,low_level_property,422
0,41.77579425,-87.66439833,4,D,low_level_property,428
1,41.97220379,-87.83815019,4,D,low_level_property,59
2,41.70194991,-87.63262764,4,D,low_level_property,349
3,41.88264999,-87.70733097,4,D,low_level_property,605
4,41.73897681,-87.56627825,4,D,low_level_property,371
5,41.97379128,-87.6749041,4,D,low_level_property,570
6,41.784803,-87.61103552,4,D,low_level_property,500
7,41.8854957,-87.63893541,4,D,low_level_property,642
8,41.92230484,-87.75544849,4,D,low_level_property,467
9,41.78186609,-87.72274334,4,D,low_level_property,242
0,41.69970248,-87.63219862,4,N,low_level_property,393
1,41.91971603,-87.75026244,4,N,low_level_property,484
2,41.88276025,-87.64040138,4,N,low_level_property,632
3,41.78163753,-87.61243267,4,N,low_level_property,574
4,41.78278419,-87.72384113,4,N,low_level_property,320
5,41.73836867,-87.56460272,4,N,low_level_property,368
6,41.97298032,-87.67536234,4,N,low_level_property,550
7,41.88110388,-87.7054244,4,N,low_level_property,615
8,41.77399531,-87.66664694,4,N,low_level_property,414
9,41.96353306,-87.81606885,4,N,low_level_property,120
0,41.88831654,-87.6419918,1,D,low_level_violent,10
1,41.69366871,-87.63593341,1,D,low_level_violent,0
2,41.80947388,-87.62012639,1,D,low_level_violent,2
3,41.93113596,-87.75249548,1,D,low_level_violent,8
4,41.78564752,-87.71492677,1,D,low_level_violent,3
5,41.74482471,-87.57538051,1,D,low_level_violent,4
6,41.97415577,-87.67542214,1,D,low_level_violent,19
7,41.97615585,-87.8488224,1,D,low_level_violent,0
8,41.87772547,-87.71678345,1,D,low_level_violent,4
9,41.75916469,-87.64729672,1,D,low_level_violent,5
0,41.87785776,-87.72118243,1,N,low_level_violent,3
1,41.80865951,-87.62097869,1,N,low_level_violent,1
2,41.88819094,-87.64542273,1,N,low_level_violent,4
3,41.93511638,-87.75068229,1,N,low_level_violent,6
4,41.74529154,-87.57713033,1,N,low_level_violent,1
5,41.78622527,-87.71655597,1,N,low_level_violent,2
6,41.69408674,-87.63524321,1,N,low_level_violent,0
7,41.97335413,-87.67467534,1,N,low_level_violent,5
8,41.97358205,-87.8368497,1,N,low_level_violent,0
9,41.76016299,-87.64906645,1,N,low_level_violent,0
0,41.80786894,-87.61471983,2,D,low_level_violent,1
1,41.91676766,-87.752421,2,D,low_level_violent,3
2,41.88755325,-87.64003962,2,D,low_level_violent,4
3,41.7659316,-87.65029601,2,D,low_level_violent,4
4,41.97206748,-87.67609239,2,D,low_level_violent,11
5,41.69560152,-87.63675088,2,D,low_level_violent,0
6,41.97279894,-87.82246217,2,D,low_level_violent,3
7,41.7428194,-87.57483807,2,D,low_level_violent,1
8,41.87641297,-87.70813456,2,D,low_level_violent,2
9,41.7857104,-87.7172756,2,D,low_level_violent,5
0,41.78670533,-87.71329017,2,N,low_level_violent,4
1,41.88962885,-87.64438368,2,N,low_level_violent,2
2,41.759704,-87.64653243,2,N,low_level_violent,1
3,41.96087586,-87.79803283,2,N,low_level_violent,3
4,41.97191579,-87.67637343,2,N,low_level_violent,12
5,41.91052903,-87.74455662,2,N,low_level_violent,1
6,41.80985044,-87.62169286,2,N,low_level_violent,5
7,41.74337052,-87.5760246,2,N,low_level_violent,1
8,41.86945317,-87.70865747,2,N,low_level_violent,0
9,41.69427139,-87.63649063,2,N,low_level_violent,0
0,41.97410769,-87.67349848,3,D,low_level_violent,6
1,41.73911876,-87.56537566,3,D,low_level_violent,1
2,41.88490744,-87.63858786,3,D,low_level_violent,8
3,41.7721772,-87.66416522,3,D,low_level_violent,5
4,41.97390928,-87.85625964,3,D,low_level_violent,1
5,41.69902501,-87.63179412,3,D,low_level_violent,2
6,41.78447228,-87.72538235,3,D,low_level_violent,3
7,41.92348046,-87.7581027,3,D,low_level_violent,10
8,41.88367038,-87.7075919,3,D,low_level_violent,1
9,41.78687049,-87.6105281,3,D,low_level_violent,1
0,41.7378092,-87.56464747,3,N,low_level_violent,0
1,41.77484292,-87.66683,3,N,low_level_violent,2
2,41.78410276,-87.72746305,3,N,low_level_violent,2
3,41.96049449,-87.80725211,3,N,low_level_violent,0
4,41.87988087,-87.70573543,3,N,low_level_violent,0
5,41.8819243,-87.63908583,3,N,low_level_violent,5
6,41.96955026,-87.67307505,3,N,low_level_violent,2
7,41.78503221,-87.61153058,3,N,low_level_violent,1
8,41.91698826,-87.74896502,3,N,low_level_violent,1
9,41.70222909,-87.63123676,3,N,low_level_violent,0
0,41.77579425,-87.66439833,4,D,low_level_violent,3
1,41.97220379,-87.83815019,4,D,low_level_violent,1
2,41.70194991,-87.63262764,4,D,low_level_violent,0
3,41.88264999,-87.70733097,4,D,low_level_violent,4
4,41.73897681,-87.56627825,4,D,low_level_violent,1
5,41.97379128,-87.6749041,4,D,low_level_violent,6
6,41.784803,-87.61103552,4,D,low_level_violent,2
7,41.8854957,-87.63893541,4,D,low_level_violent,5
8,41.92230484,-87.75544849,4,D,low_level_violent,3
9,41.78186609,-87.72274334,4,D,low_level_violent,3
0,41.69970248,-87.63219862,4,N,low_level_violent,0
1,41.91971603,-87.75026244,4,N,low_level_violent,1
2,41.88276025,-87.64040138,4,N,low_level_violent,5
3,41.78163753,-87.61243267,4,N,low_level_violent,2
4,41.78278419,-87.72384113,4,N,low_level_violent,3
5,41.73836867,-87.56460272,4,N,low_level_violent,0
6,41.97298032,-87.67536234,4,N,low_level_violent,1
7,41.88110388,-87.7054244,4,N,low_level_violent,2
8,41.77399531,-87.66664694,4,N,low_level_violent,0
9,41.96353306,-87.81606885,4,N,low_level_violent,0
0,41.88831654,-87.6419918,1,D,public_order,40
1,41.69366871,-87.63593341,1,D,public_order,17
2,41.80947388,-87.62012639,1,D,public_order,13
3,41.93113596,-87.75249548,1,D,public_order,13
4,41.78564752,-87.71492677,1,D,public_order,7
5,41.74482471,-87.57538051,1,D,public_order,15
6,41.97415577,-87.67542214,1,D,public_order,13
7,41.97615585,-87.8488224,1,D,public_order,9
8,41.87772547,-87.71678345,1,D,public_order,36
9,41.75916469,-87.64729672,1,D,public_order,33
0,41.87785776,-87.72118243,1,N,public_order,27
1,41.80865951,-87.62097869,1,N,public_order,13
2,41.88819094,-87.64542273,1,N,public_order,37
3,41.93511638,-87.75068229,1,N,public_order,20
4,41.74529154,-87.57713033,1,N,public_order,13
5,41.78622527,-87.71655597,1,N,public_order,26
6,41.69408674,-87.63524321,1,N,public_order,9
7,41.97335413,-87.67467534,1,N,public_order,19
8,41.97358205,-87.8368497,1,N,public_order,3
9,41.76016299,-87.64906645,1,N,public_order,22
0,41.80786894,-87.61471983,2,D,public_order,14
1,41.91676766,-87.752421,2,D,public_order,18
2,41.88755325,-87.64003962,2,D,public_order,47
3,41.7659316,-87.65029601,2,D,public_order,28
4,41.97206748,-87.67609239,2,D,public_order,22
5,41.69560152,-87.63675088,2,D,public_order,23
6,41.97279894,-87.82246217,2,D,public_order,5
7,41.7428194,-87.57483807,2,D,public_order,19
8,41.87641297,-87.70813456,2,D,public_order,46
9,41.7857104,-87.7172756,2,D,public_order,4
0,41.78670533,-87.71329017,2,N,public_order,14
1,41.88962885,-87.64438368,2,N,public_order,43
2,41.759704,-87.64653243,2,N,public_order,23
3,41.96087586,-87.79803283,2,N,public_order,14
4,41.97191579,-87.67637343,2,N,public_order,21
5,41.91052903,-87.74455662,2,N,public_order,20
6,41.80985044,-87.62169286,2,N,public_order,17
7,41.74337052,-87.5760246,2,N,public_order,12
8,41.86945317,-87.70865747,2,N,public_order,31
9,41.69427139,-87.63649063,2,N,public_order,10
0,41.97410769,-87.67349848,3,D,public_order,20
1,41.73911876,-87.56537566,3,D,public_order,7
2,41.88490744,-87.63858786,3,D,public_order,50
3,41.7721772,-87.66416522,3,D,public_order,23
4,41.97390928,-87.85625964,3,D,public_order,3
5,41.69902501,-87.63179412,3,D,public_order,20
6,41.78447228,-87.72538235,3,D,public_order,13
7,41.92348046,-87.7581027,3,D,public_order,18
8,41.88367038,-87.7075919,3,D,public_order,42
9,41.78687049,-87.6105281,3,D,public_order,27
0,41.7378092,-87.56464747,3,N,public_order,9
1,41.77484292,-87.66683,3,N,public_order,20
2,41.78410276,-87.72746305,3,N,public_order,18
3,41.96049449,-87.80725211,3,N,public_order,10
4,41.87988087,-87.70573543,3,N,public_order,33
5,41.8819243,-87.63908583,3,N,public_order,44
6,41.96955026,-87.67307505,3,N,public_order,19
7,41.78503221,-87.61153058,3,N,public_order,26
8,41.91698826,-87.74896502,3,N,public_order,15
9,41.70222909,-87.63123676,3,N,public_order,15
0,41.77579425,-87.66439833,4,D,public_order,27
1,41.97220379,-87.83815019,4,D,public_order,6
2,41.70194991,-87.63262764,4,D,public_order,22
3,41.88264999,-87.70733097,4,D,public_order,47
4,41.73897681,-87.56627825,4,D,public_order,9
5,41.97379128,-87.6749041,4,D,public_order,24
6,41.784803,-87.61103552,4,D,public_order,16
7,41.8854957,-87.63893541,4,D,public_order,55
8,41.92230484,-87.75544849,4,D,public_order,22
9,41.78186609,-87.72274334,4,D,public_order,7
0,41.69970248,-87.63219862,4,N,public_order,10
1,41.91971603,-87.75026244,4,N,public_order,15
2,41.88276025,-87.64040138,4,N,public_order,34
3,41.78163753,-87.61243267,4,N,public_order,16
4,41.78278419,-87.72384113,4,N,public_order,18
5,41.73836867,-87.56460272,4,N,public_order,7
6,41.97298032,-87.67536234,4,N,public_order,14
7,41.88110388,-87.7054244,4,N,public_order,34
8,41.77399531,-87.66664694,4,N,public_order,13
9,41.96353306,-87.81606885,4,N,public_order,4
